rec_est_id;rec_month_part;rec_year_part;rec_month_mf_antecipated;rec_month_mf_not_antecipated;rec_month_qtd_mov;rec_registered_month;emission_bill;linkou;linkou_pix;payment_bill_card;pos;pos_pix;tef;qtd_produtos;rec_monthly_category
1453;3;2021;26566.23;122.43;123.0;25.0;0;0;0;0;1;0;0;1;3
1453;4;2021;35633.899999999994;122.43;227.0;26.0;0;0;0;0;1;0;0;1;3
1453;5;2021;32899.71;0.0;216.0;27.0;0;0;0;0;1;0;0;1;3
1453;6;2021;18540.600000000002;0.0;122.0;28.0;0;0;0;0;1;0;0;1;3
1453;7;2021;12507.48;0.0;100.0;29.0;0;0;0;0;1;0;0;1;3
1453;8;2021;10078.65;0.0;98.0;30.0;0;0;0;0;1;0;0;1;3
1453;10;2021;6933.23;0.0;27.0;32.0;0;0;0;0;1;0;0;1;5
1485;2;2022;19989.83;0.0;15.0;36.0;0;0;0;0;1;0;0;1;3
1485;3;2022;15266.35;0.0;12.0;37.0;0;0;0;0;1;0;0;1;3
1485;8;2022;4171.8099999999995;0.0;3.0;42.0;0;0;0;0;1;0;0;1;5
1488;3;2021;17989.199999999997;136.0;109.0;25.0;0;0;0;0;1;0;0;1;3
1488;4;2021;14686.699999999999;136.0;83.0;26.0;0;0;0;0;1;0;0;1;3
1488;5;2021;5611.5;0.0;74.0;27.0;0;0;0;0;1;0;0;1;3
1488;6;2021;4929.6;0.0;84.0;28.0;0;0;0;0;1;0;0;1;3
1488;7;2021;14935.45;0.0;152.0;29.0;0;0;0;0;1;0;0;1;3
1488;8;2021;19969.45;0.0;179.0;30.0;0;0;0;0;1;0;0;1;3
1488;9;2021;15651.65;0.0;170.0;31.0;0;0;0;0;1;0;0;1;3
1488;10;2021;12316.86;0.0;141.0;32.0;0;0;0;0;1;0;0;1;3
1499;3;2021;26924.0;100.0;113.0;25.0;0;0;0;0;1;0;0;1;3
1499;4;2021;23000.0;100.0;105.0;26.0;0;0;0;0;1;0;0;1;3
1505;2;2022;0.0;4168.18;4.0;36.0;0;0;0;0;1;0;0;1;3
1505;3;2022;0.0;3149.14;4.0;37.0;0;0;0;0;1;0;0;1;3
1505;4;2022;0.0;8857.24;67.0;38.0;0;0;0;0;1;0;0;1;3
1505;5;2022;0.0;24971.59;178.0;39.0;0;0;0;0;1;0;0;1;3
1505;6;2022;0.0;22957.28;165.0;40.0;0;0;0;0;1;0;0;1;3
1505;8;2022;0.0;9961.99;55.0;42.0;0;0;0;0;1;0;0;1;5
1505;9;2022;0.0;4289.97;4.0;43.0;0;0;0;0;1;0;0;1;3
1505;10;2022;0.0;585.01;3.0;44.0;0;0;0;0;1;0;0;1;3
1505;11;2022;0.0;5447.73;3.0;45.0;0;0;0;0;1;0;0;1;3
1505;12;2022;0.0;5689.669999999999;4.0;46.0;0;0;0;0;1;0;0;1;3
1513;6;2022;161.01;0.0;3.0;40.0;0;0;0;0;1;0;0;1;3
1513;7;2022;1499.01;0.0;7.0;41.0;0;0;0;0;1;0;0;1;3
1565;3;2021;55699.8;180.0;74.0;25.0;0;0;0;0;1;0;0;1;3
1565;4;2021;54213.8;180.0;84.0;26.0;0;0;0;0;1;0;0;1;3
1565;5;2021;47449.0;0.0;72.0;27.0;0;0;0;0;1;0;0;1;3
1565;6;2021;36498.0;0.0;62.0;28.0;0;0;0;0;1;0;0;1;3
1565;7;2021;42519.0;0.0;76.0;29.0;0;0;0;0;1;0;0;1;3
1565;8;2021;46460.509999999995;0.0;78.0;30.0;0;0;0;0;1;0;0;1;3
1565;9;2021;42778.509999999995;0.0;66.0;31.0;0;0;0;0;1;0;0;1;3
1565;10;2021;44287.0;0.0;59.0;32.0;0;0;0;0;1;0;0;1;3
1565;11;2021;43572.0;0.0;54.0;33.0;0;0;0;0;1;0;0;1;3
1565;12;2021;27175.0;0.0;35.0;34.0;0;0;0;0;1;0;0;1;3
1618;3;2021;1120.0;0.0;4.0;23.0;0;0;0;0;1;0;0;1;3
1618;4;2021;2284.84;0.0;3.0;24.0;0;0;0;0;1;0;0;1;3
1618;5;2021;2154.84;0.0;3.0;25.0;0;0;0;0;1;0;0;1;3
1618;6;2021;2250.0;0.0;5.0;26.0;0;0;0;0;1;0;0;1;3
1618;10;2021;2490.0;0.0;5.0;30.0;0;0;0;0;1;0;0;1;5
1618;11;2021;2281.5;0.0;3.0;31.0;0;0;0;0;1;0;0;1;3
1618;12;2021;2711.5;0.0;5.0;32.0;0;0;0;0;1;0;0;1;3
1621;3;2021;630.0;0.0;2.0;24.0;0;0;0;0;1;0;0;1;3
1621;4;2021;4920.0;0.0;5.0;25.0;0;0;0;0;1;0;0;1;3
1621;5;2021;9770.0;0.0;9.0;26.0;0;0;0;0;1;0;0;1;3
1621;6;2021;6218.0;0.0;7.0;27.0;0;0;0;0;1;0;0;1;3
1621;7;2021;1988.0;0.0;5.0;28.0;0;0;0;0;1;0;0;1;3
1621;8;2021;13120.0;0.0;12.0;29.0;0;0;0;0;1;0;0;1;3
1621;9;2021;13030.0;0.0;11.0;30.0;0;0;0;0;1;0;0;1;3
1742;2;2022;9529.01;373.0;25.0;35.0;0;1;1;0;1;0;0;3;3
1742;3;2022;8616.73;37699.88;33.0;36.0;0;1;0;0;1;0;0;2;3
1742;4;2022;8849.3;37776.88;32.0;37.0;0;1;1;0;1;0;0;3;3
1742;5;2022;86303.5;44007.38;46.0;38.0;0;1;1;0;1;0;0;3;3
