rec_est_id;rec_month_part;rec_year_part;rec_month_mf_antecipated;rec_month_mf_not_antecipated;rec_month_qtd_mov;rec_registered_month;emission_bill;linkou;linkou_pix;payment_bill_card;pos;pos_pix;tef;qtd_produtos;rec_monthly_category
1453;4;2021;19021.17;0.0;121;26.0;0;0;0;0;1;0;0;1;3
1453;5;2021;13878.54;0.0;95;27.0;0;0;0;0;1;0;0;1;3
1453;6;2021;4662.06;0.0;27;28.0;0;0;0;0;1;0;0;1;3
1453;7;2021;7845.42;0.0;73;29.0;0;0;0;0;1;0;0;1;3
1453;8;2021;2233.23;0.0;25;30.0;0;0;0;0;1;0;0;1;3
1453;10;2021;4700.0;0.0;2;32.0;0;0;0;0;1;0;0;1;5
1485;1;2022;8145.29;0.0;5;35.0;0;0;0;0;1;0;0;1;3
1485;2;2022;11844.54;0.0;10;36.0;0;0;0;0;1;0;0;1;3
1485;3;2022;3421.81;0.0;2;37.0;0;0;0;0;1;0;0;1;3
1485;8;2022;750.0;0.0;1;42.0;0;0;0;0;1;0;0;1;5
1488;2;2021;6409.9;0.0;62;24.0;0;0;0;0;1;0;0;1;3
1488;3;2021;11579.3;136.0;47;25.0;0;0;0;0;1;0;0;1;3
1488;4;2021;3107.4;0.0;36;26.0;0;0;0;0;1;0;0;1;3
1488;5;2021;2504.1;0.0;38;27.0;0;0;0;0;1;0;0;1;3
1488;6;2021;2425.5;0.0;46;28.0;0;0;0;0;1;0;0;1;3
1488;7;2021;12509.95;0.0;106;29.0;0;0;0;0;1;0;0;1;3
1488;8;2021;7459.5;0.0;73;30.0;0;0;0;0;1;0;0;1;3
1488;9;2021;8192.15;0.0;97;31.0;0;0;0;0;1;0;0;1;3
1488;10;2021;4124.71;0.0;44;32.0;0;0;0;0;1;0;0;1;3
1499;2;2021;14224.0;0.0;52;24.0;0;0;0;0;1;0;0;1;3
1499;3;2021;12700.0;100.0;61;25.0;0;0;0;0;1;0;0;1;3
1499;4;2021;10300.0;0.0;44;26.0;0;0;0;0;1;0;0;1;3
1502;2;2021;1.0;0.0;1;24.0;0;0;0;0;1;0;0;1;3
1505;1;2022;0.0;1774.94;1;35.0;0;0;0;0;1;0;0;1;3
1505;2;2022;0.0;2393.24;3;36.0;0;0;0;0;1;0;0;1;3
1505;3;2022;0.0;755.9;1;37.0;0;0;0;0;1;0;0;1;3
1505;4;2022;0.0;8101.34;66;38.0;0;0;0;0;1;0;0;1;3
1505;5;2022;0.0;16870.25;112;39.0;0;0;0;0;1;0;0;1;3
1505;6;2022;0.0;6087.03;53;40.0;0;0;0;0;1;0;0;1;3
1505;8;2022;0.0;3874.96;2;42.0;0;0;0;0;1;0;0;1;5
